Molecule ChEMBL ID,Smiles
CHEMBL110401,CC1(C)OC(=O)C(Oc2ccc(F)c(F)c2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL280496,CS(=O)(=O)c1ccc(-c2nc(-c3ccccc3)sc2-c2ccc(F)cc2)cc1
CHEMBL324670,CC1(C)OC(=O)C(Sc2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL111045,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(C(F)(F)F)(C(F)(F)F)C2)cc1
CHEMBL324312,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL25030,COc1ccc2c(c1)c(CC(=O)N[C@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1
CHEMBL55348,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl
CHEMBL423576,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)c(F)c3)nc3sccn23)cc1
CHEMBL423576,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)c(F)c3)nc3sccn23)cc1
CHEMBL44290,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C
CHEMBL358783,CCCCCCCS(=O)(=O)c1ccccc1OC(C)=O
CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1
CHEMBL44977,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F
CHEMBL327078,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)nc1
CHEMBL345018,CCCCC#CCSc1ccccc1OC(C)=O
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL145283,CCCCC#CCSc1ccccc1OC(=O)CC
CHEMBL319099,CS(=O)(=O)c1ccc(-c2cscc2-c2ccc(S(C)(=O)=O)cc2)cc1
CHEMBL42801,Cc1c(CN(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1
CHEMBL361563,CS(=O)(=O)Nc1cc2c(cc1Sc1cccc(F)c1F)C(=O)CC2
CHEMBL19286,C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1
CHEMBL282093,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
CHEMBL283178,CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
CHEMBL497859,CC(C(=O)OCC(CO[N+](=O)[O-])O[N+](=O)[O-])c1cccc(C(=O)c2ccccc2)c1
CHEMBL52820,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc(F)c(Cl)c2)cc1
CHEMBL143962,CCCCCCCCCSc1ccccc1OC(C)=O
CHEMBL444539,O=C(NNc1ccccc1)c1ccccc1
CHEMBL42175,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1
CHEMBL333084,CC(C)Oc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1
CHEMBL110382,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc(Br)cs2)cc1
CHEMBL117708,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(N)cc2)cc1
CHEMBL119170,CC(C)(C)c1cc(C(=O)NC2CC2)cc2c1OCC2(C)C
CHEMBL342799,CCCCCCC[Se]c1ccccc1OC(C)=O
CHEMBL144806,CCCCCSc1ccccc1OC(C)=O
CHEMBL419268,Cc1oc(=O)n(-c2ccc(Cl)c(Cl)c2)c1-c1ccc(S(N)(=O)=O)cc1
CHEMBL148542,CS(=O)(=O)Nc1ccncc1Oc1ccccc1
CHEMBL411894,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2cc(F)ccc2CS3)cc1
CHEMBL46171,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2OCc2ccc(Cl)cc2)cc1
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1
CHEMBL126629,Cc1cc(=O)c(-c2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1
CHEMBL294969,CS(=O)(=O)c1ccc(-n2cc(CN)nc2-c2ccc(Cl)cc2)cc1
CHEMBL332937,CC(C)(C)c1cc(C(=O)c2cccs2)cc2c1OCC2(C)C
CHEMBL302266,CCn1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F
CHEMBL418516,CN(C)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(NS(C)(=O)=O)cc2)cc1
CHEMBL1201220,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I
CHEMBL1712923,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
CHEMBL110514,CC1(C)OC(=O)C(Oc2cccnc2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
CHEMBL13,COCCc1ccc(OCC(O)CNC(C)C)cc1
CHEMBL1431,CN(C)C(=N)NC(=N)N
CHEMBL2234865,CS(=O)(=O)c1ccc(-c2nc(NCCCc3cccs3)cc(C(F)(F)F)n2)cc1
CHEMBL270293,COc1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1
CHEMBL270510,Cc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1
CHEMBL270111,CS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1
CHEMBL410524,NS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1
CHEMBL408215,NS(=O)(=O)c1ccc(-c2nc(NCc3ccsc3)cc(C(F)(F)F)n2)cc1
CHEMBL184,Nc1nc(O)c2ncn(COCCO)c2n1
CHEMBL1201012,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
CHEMBL1365675,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
CHEMBL485549,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
CHEMBL1830335,Cc1ccc(-c2cc(CCC(=O)Oc3ccc(C(C)C)cc3)nn2-c2ccc(Cl)nn2)cc1
CHEMBL1830478,Cc1ccc(-c2cc(CCC(=O)Oc3ccc(C(C)C)cc3)nn2-c2ccccc2)cc1
CHEMBL1830479,CCOC(=O)C1CCN(C(=O)CCc2cc(-c3ccc(C)cc3)n(-c3ccc4ccccc4n3)n2)CC1
CHEMBL97943,CS(=O)(=O)c1ccc(-c2noc(C(F)(F)F)c2-c2ccccc2)cc1
CHEMBL2111594,COC(=O)[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12
CHEMBL1371,O=c1[nH]c2cc(Cl)ccc2o1
CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
CHEMBL3,CN1CCC[C@H]1c1cccnc1
CHEMBL257295,CS(=O)(=O)c1ccc(-c2nc(NC3CCCCC3)cc(C(F)(F)F)n2)cc1
CHEMBL271103,CC(C)(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1
CHEMBL271104,CC(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1
CHEMBL272145,CC(C)c1ccc(Nc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1
CHEMBL271312,CC(Nc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1)c1ccccc1
CHEMBL51434,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1
CHEMBL330516,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O
CHEMBL29403,Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2
CHEMBL29133,Cc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O
CHEMBL480462,Oc1ccc([C@@H]2c3c(O)cc(O)cc3[C@H]3[C@H](c4ccc(O)cc4)c4c(O)cc(O)cc4[C@@H]23)cc1
CHEMBL125460,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1
CHEMBL1957885,O=C(c1ccccc1)n1cc(/C=N/c2ccc(C(F)(F)F)cc2)c2ccccc21
CHEMBL17218,CCSc1nnc(-c2nc(C(C)(C)C)c(O)c(C(C)(C)C)n2)s1
CHEMBL274457,CSc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)o1
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
CHEMBL388628,CS(=O)(=O)Nc1ccncc1Oc1ccccc1Cl
CHEMBL224693,O=S(=O)(Nc1ccncc1Oc1cccc(Cl)c1)C(F)(F)F
CHEMBL225236,O=S(=O)(Nc1ccncc1Oc1cc(Cl)cc(Cl)c1)C(F)(F)F
CHEMBL29899,CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
CHEMBL292413,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cn1
CHEMBL148153,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(Cl)cc1Cl)C(=O)CC2
CHEMBL585,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
CHEMBL294715,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1
CHEMBL16878,CC(C)(C)c1cc(-c2nnc(N=C(N)N)o2)cc(C(C)(C)C)c1O
CHEMBL54945,CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1
CHEMBL1241992,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c1ccc(Cl)cc1
CHEMBL1221795,CS(=O)(=O)c1ccc(C(CCF)=C(c2ccccc2)c2ccccc2)cc1
CHEMBL271103,CC(C)(C)c1cc(NCc2ccccc2)nc(-c2ccc(S(C)(=O)=O)cc2)n1
CHEMBL157714,C=Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1
CHEMBL184281,COc1ccc(Sc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1
CHEMBL299251,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
CHEMBL183970,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F
CHEMBL300710,CC(C)(O)CSc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1
CHEMBL558340,CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1
CHEMBL296220,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2Oc2ccccc2)cc1
CHEMBL2303697,CS(=O)(=O)c1ccc(C2=C(c3ccc(O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]4O)cc3)C(=O)OC2)cc1
CHEMBL2096836,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc([S@+](C)[O-])cc2)o1
CHEMBL466447,COc1ccc2c(c1)c(CC(=O)OC(CO[N+](=O)[O-])CO[N+](=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL89089,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1
CHEMBL276062,CCSc1nnc(-c2cc(C(C)C)c(O)c(C(C)C)c2)s1
CHEMBL313527,CS(=O)(=O)c1ccc(C2=C(c3ccc(O)cc3)C(=O)OC2)cc1
CHEMBL279608,CC(C)(C)c1cc(-c2nsc(NS(C)(=O)=O)n2)cc(C(C)(C)C)c1O
CHEMBL157820,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cccc(F)c2)cc1
CHEMBL228561,COc1ccc(C2=Cc3ccccc3C2)c(OC)c1OC
CHEMBL325297,CS(=O)(=O)c1ccc(-n2c(-c3ccc(F)cc3)cnc2C(=O)c2ccccc2)cc1
CHEMBL325755,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1
CHEMBL404362,CCc1c(NCc2ccc(F)cc2)nc(-c2ccc(S(C)(=O)=O)cc2)nc1C(F)(F)F
CHEMBL414005,COc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1
CHEMBL271339,CS(=O)(=O)c1ccc(-c2nc(NCc3ccccc3)cc(C(F)(F)F)n2)cc1
CHEMBL347945,Clc1ccc(-c2nn(-c3ccc(Cl)cc3)c3c2CCC3)cc1
CHEMBL4649901,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.[Br-]
CHEMBL660,NC12CC3CC(CC(C3)C1)C2
CHEMBL322136,Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1
CHEMBL1231107,Nc1nc(N)nc(NC2CC2)n1
CHEMBL321156,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1
CHEMBL280326,COc1c(C(C)(C)C)cc(-c2nnc(SC)s2)cc1C(C)(C)C
CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2
CHEMBL28599,Cc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1
CHEMBL30236,CCc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)ccc1OC
CHEMBL298269,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1
CHEMBL108936,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cn1
CHEMBL55395,NS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1
CHEMBL358609,Cc1cn2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)nc2s1
CHEMBL348825,COC1(c2cc(F)cc(OCc3nc(-c4ccc(F)cc4)c(S(N)(=O)=O)o3)c2)CCOCC1
CHEMBL66856,C=CCn1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1C(F)(F)F
CHEMBL326254,CC1(C)OC(=O)C(Oc2ncccn2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1
CHEMBL319446,CC1(C)OC(=O)C(Oc2ncnc3ccccc23)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL1078375,Cc1cccc(Nc2cnccc2NS(C)(=O)=O)c1
CHEMBL1204023,Cl.O=S(=O)(Nc1ccncc1NC1CCCCC1)C(F)(F)F
CHEMBL298208,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL414437,Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1c(O)nc1ccc([N+](=O)[O-])cc12
CHEMBL324826,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(Cl)c2Cl)cc1
CHEMBL44038,Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1
CHEMBL1171451,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@@H]4CC=C4[C@@H]6CC(C)(C)CC[C@]6(C(=O)O[C@@H]6O[C@H](CO[C@@H]7O[C@H](CO)[C@@H](O[C@@H]8O[C@@H](C)[C@H](O)[C@@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)[C@H]1O
CHEMBL1171258,COc1ccc(/C=C/C(=O)O[C@H]2[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4CO[C@@H](O[C@@H]5[C@@H](O)[C@H](C)O[C@@H](O[C@H]6[C@H](O[C@H]7CC[C@@]8(C)[C@@H](CC[C@]9(C)[C@@H]8CC=C8[C@@H]%10CC(C)(C)CC[C@]%10(C(=O)O[C@@H]%10O[C@H](CO[C@@H]%11O[C@H](CO)[C@@H](O[C@@H]%12O[C@@H](C)[C@H](O)[C@@H](O)[C@H]%12O)[C@H](O)[C@H]%11O)[C@@H](O)[C@H](O)[C@H]%10O)CC[C@]89C)C7(C)C)OC[C@H](O)[C@@H]6O)[C@@H]5O)[C@H](O)[C@@H]4O)[C@H](O)[C@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)cc1O
CHEMBL345620,CCc1ccc(-c2nc(C)oc2-c2ccc(S(C)(=O)=O)cc2)s1
CHEMBL259678,CS(=O)(=O)c1ccc(-c2nc(NCc3cc(F)cc(F)c3)cc(C(F)(F)F)n2)cc1
CHEMBL28084,CS(=O)(=O)c1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL408897,NS(=O)(=O)c1ccc(-c2nc(NCC3CCCCC3)cc(C(F)(F)F)n2)cc1
CHEMBL43616,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Br)c2)cc1
CHEMBL320986,Cc1ccncc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1
CHEMBL154589,Clc1ccc(-c2nn(-c3ccc(Cl)cc3)c3c2CCCCC3)cc1
CHEMBL345333,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nc3scc(C(=O)O)n23)cc1
CHEMBL436539,CC(C)(C)C#CC1=C(c2ccc(S(C)(=O)=O)cc2)CCC1=O
CHEMBL344959,CS(=O)(=O)Nc1cc2c(cc1OC1CCCCC1)C(=O)CC2
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
CHEMBL358609,Cc1cn2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)nc2s1
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O
CHEMBL14735,CC1(C)COc2ccc(C(=O)CCCC3CC3)cc21
CHEMBL158493,Cc1nc(-c2ccc(Cl)s2)c(-c2ccc(S(C)(=O)=O)cc2)o1
CHEMBL328009,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2
CHEMBL172364,CS(=O)(=O)c1ccc(-c2ccccc2Oc2ccccc2)cc1
CHEMBL421826,Cc1cccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)sc3nc(C(F)(F)F)nn23)c1
CHEMBL155980,CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2cc(F)cc(F)c2)cc1
CHEMBL29887,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C
CHEMBL27975,NS(=O)(=O)c1ccc(-n2ncc(Br)c2-c2ccc(Cl)cc2)cc1
CHEMBL433427,COc1ccc2c(c1)c(CC(=O)NC(C)(C)CO)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL28527,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1
CHEMBL92793,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccncc2)cc1
CHEMBL299806,CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl
CHEMBL43863,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C(C)C
CHEMBL298031,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(NS(C)(=O)=O)cc2)cc1
CHEMBL184075,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1
CHEMBL264503,CS(=O)(=O)Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl
CHEMBL184375,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C
CHEMBL44367,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1Cl
CHEMBL14420,CC(C)(Cl)CC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1
CHEMBL2171267,CCCCCCN(C)C(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21
CHEMBL2171262,CCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21
CHEMBL1230333,O=C(O)CCCc1cccs1
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
CHEMBL1242554,O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1
CHEMBL3265351,O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1
CHEMBL3265355,Clc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1
CHEMBL1242364,Fc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1
CHEMBL1242459,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1
CHEMBL3265346,Cc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccc(Cl)cc3)o2)cc1
CHEMBL1242460,COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccccc3)o2)cc1
CHEMBL1909065,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
CHEMBL420628,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(N)(=O)=O)cc2)cn1
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
CHEMBL19215,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
CHEMBL325804,CC1(C)OC(=O)C(Oc2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL151929,Cc1ccc(Cl)c(Nc2ccccc2C(=O)N[C@@H](C)C(=O)O)c1Cl
CHEMBL149076,Cc1csc2nc(-c3ccccc3)c(-c3ccc(S(C)(=O)=O)cc3)n12
CHEMBL149597,CS(=O)(=O)c1ccc(-c2c(-c3ccc(Cl)cc3)nc3sc(Cl)c(Cl)n23)cc1
CHEMBL172194,CN1CC=C(c2ccccc2-c2ccc(S(C)(=O)=O)cc2)CC1
CHEMBL325804,CC1(C)OC(=O)C(Oc2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL280009,CC1(O)OC(=O)C(c2ccc(F)c(F)c2)=C1c1ccc(S(C)(=O)=O)cc1
CHEMBL2018564,CCNc1nnc(Cn2nc(Cc3ccccc3)c3onc(C)c3c2=O)s1
CHEMBL271104,CC(C)c1cc(NCc2cccs2)nc(-c2ccc(S(C)(=O)=O)cc2)n1
CHEMBL1103,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
CHEMBL558551,O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1
